Id,Building Class,Zoning Classification,Lot Frontage Length,Lot Area Square Feet,Road Type,Alley Access,Lot Shape,Land Contour,Utility Availability,Lot Configuration,Land Slope,Neighborhood Name,Primary Proximity Condition,Secondary Proximity Condition,Building Type,House Style,Overall Material Quality,Overall Condition Rating,Construction Year,Remodel Year,Roof Style,Roof Material,Primary Exterior Material,Secondary Exterior Material,Masonry Veneer Type,Masonry Veneer Area,Exterior Quality,Exterior Condition,Foundation Type,Basement Height Quality,Basement Condition,Basement Exposure Level,Basement Finish Type One,Basement Finished Area One,Basement Finish Type Two,Basement Finished Area Two,Basement Unfinished Area,Total Basement Area,Heating System,Heating Quality,Central Air Conditioning,Electrical System,First Floor Area,Second Floor Area,Low Quality Finished Area,Above Ground Living Area,Basement Full Bathrooms,Basement Half Bathrooms,Full Bathrooms,Half Bathrooms,Bedrooms Above Ground,Kitchens Above Ground,Kitchen Quality,Total Rooms Above Ground,Home Functionality,Number of Fireplaces,Fireplace Quality,Garage Type,Garage Construction Year,Garage Finish Level,Garage Capacity Cars,Garage Area Square Feet,Garage Quality,Garage Condition,Driveway Paving,Wood Deck Area,Open Porch Area,Enclosed Porch Area,Three Season Porch Area,Screen Porch Area,Pool Area,Pool Quality,Fence Type,Miscellaneous Feature,Miscellaneous Value,Month Sold,Year Sold,Sale Type,Sale Condition,House Sale Price
301,190,Residential Low Density,90.0,15750,Paved Road,,Regular,Level,All Public Utilities,Corner,Gentle Slope,Crawford,Normal,Normal,Two Family Conversion,One story,5,5,1953,1953,Hip,Standard Composite Shingle,Metal Siding,Metal Siding,Brick Face,56.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,Minimum Exposure,Below Average Living Quarters,841,Unfinished,0,324,1165,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,1336,0,0,1336,1,0,1,0,2,1,Typical Average,5,Typical Functionality,2,Good,Attached to home,1953.0,Unfinished,1,375,Typical Average,Typical Average,Yes,0,0,0,0,0,0,,,,0,6,2006,Warranty Deed - Conventional,Normal Sale,157000
302,60,Residential Low Density,66.0,16226,Paved Road,,Irregular,Level,All Public Utilities,Inside,Gentle Slope,College Creek,Normal,Normal,Single Family Detached,Two story,8,5,1998,1999,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Good,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Good Living Quarters,281,Unfinished,0,747,1028,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1210,1242,0,2452,0,0,2,1,4,1,Good,9,Typical Functionality,1,Typical Average,Built-In (part of house),1998.0,Finished,2,683,Typical Average,Typical Average,Yes,208,50,0,0,0,0,,,,0,5,2007,Warranty Deed - Conventional,Normal Sale,267000
303,20,Residential Low Density,118.0,13704,Paved Road,,Slightly Irregular,Level,All Public Utilities,Corner,Gentle Slope,College Creek,Normal,Normal,Single Family Detached,One story,7,5,2001,2002,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,Brick Face,150.0,Good,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Unfinished,0,Unfinished,0,1541,1541,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1541,0,0,1541,0,0,2,0,3,1,Good,6,Typical Functionality,1,Typical Average,Attached to home,2001.0,Rough Finished,3,843,Typical Average,Typical Average,Yes,468,81,0,0,0,0,,,,0,1,2006,Warranty Deed - Conventional,Normal Sale,205000
304,20,Residential Low Density,70.0,9800,Paved Road,,Regular,Level,All Public Utilities,Corner,Gentle Slope,College Creek,Normal,Normal,Single Family Detached,One story,5,7,1972,1972,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Typical Average,Typical Average,Poured Concrete,Typical Average,Typical Average,No Exposure,Average Living Quarters,894,Unfinished,0,0,894,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,894,0,0,894,1,0,1,0,3,1,Typical Average,5,Typical Functionality,0,,Attached to home,1975.0,Unfinished,2,552,Typical Average,Typical Average,Yes,256,0,0,0,0,0,,Good Wood,,0,7,2006,Warranty Deed - Conventional,Abnormal Sale,149900
305,75,Residential Medium Density,87.0,18386,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Old Town,Normal,Normal,Single Family Detached,Two and one-half story: 2nd level finished,7,9,1880,2002,Gable,Standard Composite Shingle,CemntBd,CmentBd,,0.0,Typical Average,Typical Average,Brick Tile,Typical Average,Typical Average,No Exposure,Unfinished,0,Unfinished,0,1470,1470,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1675,1818,0,3493,0,0,3,0,3,1,Good,10,Typical Functionality,1,Excellent,Attached to home,2003.0,Unfinished,3,870,Typical Average,Typical Average,Yes,302,0,0,0,0,0,,,,0,5,2008,Warranty Deed - Conventional,Normal Sale,295000
306,20,Residential Low Density,80.0,10386,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,College Creek,Normal,Normal,Single Family Detached,One story,8,5,2004,2005,Gable,Standard Composite Shingle,CemntBd,CmentBd,Stone,246.0,Good,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Good Living Quarters,1464,Unfinished,0,536,2000,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,2000,0,0,2000,1,0,2,0,3,1,Good,8,Typical Functionality,0,,Attached to home,2004.0,Finished,3,888,Typical Average,Typical Average,Yes,168,0,0,0,0,0,,,,0,7,2007,Warranty Deed - Conventional,Normal Sale,305900
307,60,Residential Low Density,116.0,13474,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Sawyer West,Adjacent to feeder street,Normal,Single Family Detached,Two story,7,5,1990,1991,Gable,Standard Composite Shingle,Hardboard Siding,Plywood,Brick Face,246.0,Good,Typical Average,Cinder Block,Good,Typical Average,No Exposure,Average Living Quarters,700,Unfinished,0,0,700,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1122,1121,0,2243,1,0,2,1,4,1,Good,8,Typical Functionality,1,Typical Average,Attached to home,1990.0,Rough Finished,3,746,Typical Average,Typical Average,Yes,127,44,224,0,0,0,,,,0,6,2007,Warranty Deed - Conventional,Normal Sale,225000
308,50,Residential Medium Density,,7920,Paved Road,Gravel Road,Slightly Irregular,Level,All Public Utilities,Inside,Gentle Slope,Iowa DOT and Rail Road,Adjacent to arterial street,Normal,Single Family Detached,One and one-half story: 2nd level finished,6,7,1920,1950,Gable,Standard Composite Shingle,Metal Siding,Metal Siding,,0.0,Typical Average,Fair,Cinder Block,Typical Average,Typical Average,No Exposure,Unfinished,0,Unfinished,0,319,319,Gas forced warm air furnace,Typical Average,Yes,Fuse Box over 60 AMP (Average),1035,371,0,1406,0,0,1,0,3,1,Fair,6,Typical Functionality,0,,,,,0,0,,,No,0,144,0,0,0,0,,Minimum Privacy,,0,3,2008,Warranty Deed - Conventional,Normal Sale,89500
309,30,Residential Low Density,,12342,Paved Road,,Slightly Irregular,Level,All Public Utilities,Inside,Gentle Slope,Edwards,Normal,Normal,Single Family Detached,One story,4,5,1940,1950,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,No Exposure,Below Average Living Quarters,262,Unfinished,0,599,861,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,861,0,0,861,0,0,1,0,1,1,Typical Average,4,Typical Functionality,0,,Detached from home,1961.0,Unfinished,2,539,Typical Average,Typical Average,Yes,158,0,0,0,0,0,,,,0,3,2009,Warranty Deed - Conventional,Normal Sale,82500
310,20,Residential Low Density,90.0,12378,Paved Road,,Slightly Irregular,Level,All Public Utilities,Inside,Gentle Slope,Northridge Heights,Normal,Normal,Single Family Detached,One story,9,5,2003,2004,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Good,Typical Average,Poured Concrete,Excellent,Typical Average,Good,Good Living Quarters,1274,Unfinished,0,622,1896,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1944,0,0,1944,1,0,2,0,3,1,Excellent,8,Typical Functionality,3,Excellent,Attached to home,2003.0,Finished,3,708,Typical Average,Typical Average,Yes,208,175,0,0,0,0,,,,0,11,2006,Warranty Deed - Conventional,Normal Sale,360000
311,60,Residential Low Density,,7685,Paved Road,,Slightly Irregular,Level,All Public Utilities,Inside,Gentle Slope,Gilbert,Normal,Normal,Single Family Detached,Two story,6,5,1993,1994,Gable,Standard Composite Shingle,Hardboard Siding,Hardboard Siding,Brick Face,112.0,Typical Average,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Average Living Quarters,518,Unfinished,0,179,697,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,697,804,0,1501,0,0,2,1,3,1,Good,6,Typical Functionality,1,Typical Average,Attached to home,1993.0,Finished,2,420,Typical Average,Typical Average,Yes,190,63,0,0,0,0,,,,0,5,2006,Warranty Deed - Conventional,Normal Sale,165600
312,20,Residential Low Density,50.0,8000,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,North Ames,Normal,Normal,Single Family Detached,One story,6,6,1948,2002,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Typical Average,Good,Cinder Block,Typical Average,Typical Average,No Exposure,Average Living Quarters,680,Unfinished,0,292,972,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,972,0,0,972,1,0,1,0,2,1,Typical Average,5,Typical Functionality,1,Good,Detached from home,1948.0,Unfinished,1,240,Typical Average,Typical Average,Yes,0,0,0,0,0,0,,,,0,5,2009,Warranty Deed - Conventional,Normal Sale,132000
313,190,Residential Medium Density,65.0,7800,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Old Town,Adjacent to arterial street,Normal,Two Family Conversion,One and one-half story: 2nd level finished,5,7,1939,1950,Gable,Standard Composite Shingle,Metal Siding,Metal Siding,,0.0,Typical Average,Typical Average,Cinder Block,Good,Typical Average,Minimum Exposure,Average Rec Room,507,Unfinished,0,286,793,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,793,325,0,1118,1,0,1,0,3,1,Typical Average,5,Typical Functionality,1,Good,Detached from home,1939.0,Unfinished,2,410,Typical Average,Typical Average,Yes,0,0,0,0,271,0,,Minimum Privacy,,0,5,2006,Warranty Deed - Conventional,Normal Sale,119900
314,20,Residential Low Density,150.0,215245,Paved Road,,Irregular,Depressed,All Public Utilities,Inside,Severe Slope,Timberland,Normal,Normal,Single Family Detached,One story,7,5,1965,1965,Hip,Standard Composite Shingle,Brick Face,Brick Face,,0.0,Typical Average,Typical Average,Cinder Block,Good,Typical Average,Good,Average Living Quarters,1236,Average Rec Room,820,80,2136,Gas hot water or steam heat,Typical Average,Yes,Standard Circuit Breakers & Romex,2036,0,0,2036,2,0,2,0,3,1,Typical Average,8,Typical Functionality,2,Good,Attached to home,1965.0,Rough Finished,2,513,Typical Average,Typical Average,Yes,0,0,0,0,0,0,,,,0,6,2009,Warranty Deed - Conventional,Normal Sale,375000
315,70,Residential Medium Density,60.0,9600,Paved Road,Gravel Road,Regular,Level,All Public Utilities,Inside,Gentle Slope,Old Town,Normal,Normal,Single Family Detached,Two story,7,7,1925,1990,Gable,Standard Composite Shingle,Wood Siding,Wood Siding,,0.0,Typical Average,Typical Average,Brick Tile,Typical Average,Good,No Exposure,Low Quality,16,Unfinished,0,712,728,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,832,809,0,1641,0,1,1,1,3,1,Excellent,6,Typical Functionality,1,Good,Detached from home,1925.0,Unfinished,2,546,Fair,Typical Average,Yes,0,0,234,0,0,0,,,,0,8,2006,Warranty Deed - Conventional,Normal Sale,178000
316,60,Residential Low Density,71.0,7795,Paved Road,,Slightly Irregular,Level,All Public Utilities,Inside,Gentle Slope,Gilbert,Normal,Normal,Single Family Detached,Two story,7,5,2004,2005,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Good,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Good Living Quarters,425,Unfinished,0,291,716,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,716,716,0,1432,1,0,2,1,3,1,Good,6,Typical Functionality,1,Good,Attached to home,2004.0,Finished,2,432,Typical Average,Typical Average,Yes,100,51,0,0,0,0,,,,0,7,2009,Warranty Deed - Conventional,Normal Sale,188500
317,60,Residential Low Density,94.0,13005,Paved Road,,Slightly Irregular,Level,All Public Utilities,Corner,Gentle Slope,NWAmes,Normal,Normal,Single Family Detached,Two story,7,7,1980,1980,Gable,Standard Composite Shingle,CemntBd,CmentBd,Brick Face,278.0,Good,Typical Average,Cinder Block,Good,Typical Average,No Exposure,Good Living Quarters,692,Unfinished,0,153,845,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,1153,1200,0,2353,1,0,2,1,4,1,Excellent,10,Typical Functionality,1,Typical Average,Attached to home,1983.0,Rough Finished,2,484,Typical Average,Typical Average,Yes,288,195,0,0,0,0,,Good Privacy,,0,8,2009,Warranty Deed - Conventional,Normal Sale,260000
318,60,Floating Village Residential,75.0,9000,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Somerset,Normal,Normal,Single Family Detached,Two story,8,5,2006,2006,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Good,Typical Average,Poured Concrete,Good,Typical Average,Average Exposure,Unfinished,0,Unfinished,0,1088,1088,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1088,871,0,1959,0,0,2,1,3,1,Good,8,Typical Functionality,1,Good,Attached to home,2006.0,Rough Finished,3,1025,Typical Average,Typical Average,Yes,208,46,0,0,0,0,,,,0,12,2007,Warranty Deed - Conventional,Normal Sale,270000
319,60,Residential Low Density,90.0,9900,Paved Road,,Regular,Depressed,All Public Utilities,Inside,Moderate Slope,Northridge,Normal,Normal,Single Family Detached,Two story,7,5,1993,1993,Gable,Standard Composite Shingle,Hardboard Siding,Hardboard Siding,Brick Face,256.0,Good,Typical Average,Poured Concrete,Good,Typical Average,Good,Good Living Quarters,987,Unfinished,0,360,1347,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1372,1274,0,2646,1,0,2,1,4,1,Good,9,Typical Functionality,1,Typical Average,Attached to home,1993.0,Rough Finished,3,656,Typical Average,Typical Average,Yes,340,60,144,0,0,0,,,,0,4,2009,Warranty Deed - Conventional,Normal Sale,260000
320,80,Residential Low Density,,14115,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,NWAmes,Normal,Normal,Single Family Detached,Split Level,7,5,1980,1980,Gable,Standard Composite Shingle,Plywood,Plywood,Brick Face,225.0,Typical Average,Typical Average,Cinder Block,Good,Typical Average,Average Exposure,Good Living Quarters,1036,Unfinished,0,336,1372,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,1472,0,0,1472,1,0,2,0,3,1,Typical Average,6,Typical Functionality,2,Typical Average,Attached to home,1980.0,Unfinished,2,588,Typical Average,Typical Average,Yes,233,48,0,0,0,0,,,,0,6,2009,Warranty Deed - Conventional,Normal Sale,187500
321,60,Residential Low Density,111.0,16259,Paved Road,,Regular,Level,All Public Utilities,Corner,Gentle Slope,Northridge Heights,Normal,Normal,Single Family Detached,Two story,9,5,2006,2006,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,Stone,370.0,Typical Average,Typical Average,Poured Concrete,Excellent,Good,Average Exposure,Unfinished,0,Unfinished,0,1249,1249,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1249,1347,0,2596,0,0,3,1,4,1,Good,9,Typical Functionality,0,,Attached to home,2006.0,Rough Finished,3,840,Typical Average,Typical Average,Yes,240,154,0,0,0,0,,,,0,9,2006,Home just constructed and sold,Partial Sale,342643
322,60,Residential Low Density,99.0,12099,Paved Road,,Slightly Irregular,Level,All Public Utilities,Inside,Gentle Slope,Northridge Heights,Normal,Normal,Single Family Detached,Two story,8,5,2004,2004,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,Brick Face,388.0,Good,Typical Average,Poured Concrete,Excellent,Typical Average,Average Exposure,Good Living Quarters,970,Unfinished,0,166,1136,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1136,1332,0,2468,1,0,2,1,4,1,Good,10,Typical Functionality,1,Good,Built-In (part of house),2004.0,Finished,3,872,Typical Average,Typical Average,Yes,184,154,0,0,0,0,,,,0,6,2007,Warranty Deed - Conventional,Normal Sale,354000
323,60,Residential Low Density,86.0,10380,Paved Road,,Slightly Irregular,Level,All Public Utilities,Inside,Gentle Slope,Sawyer West,Normal,Normal,Single Family Detached,Two story,7,5,1986,1987,Gable,Standard Composite Shingle,Plywood,Plywood,Brick Face,172.0,Good,Typical Average,Cinder Block,Typical Average,Typical Average,Good,Low Quality,28,Average Living Quarters,1474,0,1502,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1553,1177,0,2730,1,0,2,1,4,1,Good,8,Typical Functionality,1,Typical Average,Attached to home,1987.0,Finished,2,576,Typical Average,Typical Average,Yes,201,96,0,0,0,0,,Minimum Privacy,,0,8,2007,Warranty Deed - Conventional,Normal Sale,301000
324,20,Residential Medium Density,49.0,5820,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Old Town,Normal,Normal,Single Family Detached,One story,3,8,1955,2005,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Typical Average,Good,Cinder Block,Typical Average,Typical Average,No Exposure,Average Living Quarters,256,Unfinished,0,906,1162,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1163,0,0,1163,1,0,1,0,3,1,Typical Average,6,Typical Functionality,0,,Attached to home,1955.0,Unfinished,1,220,Fair,Typical Average,Yes,142,98,0,0,0,0,,,,0,7,2006,Warranty Deed - Conventional,Normal Sale,126175
325,80,Residential Low Density,96.0,11275,Paved Road,,Regular,Level,All Public Utilities,Corner,Gentle Slope,North Ames,Near positive off-site feature,Normal,Single Family Detached,Split Level,7,7,1967,2007,Mansard,Wood Shakes,Wood Siding,Wood Siding,Brick Face,300.0,Good,Good,Cinder Block,Good,Typical Average,No Exposure,Unfinished,0,Unfinished,0,710,710,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1898,1080,0,2978,0,0,2,1,5,1,Good,11,Typical Functionality,1,Good,Built-In (part of house),1961.0,Finished,2,564,Typical Average,Typical Average,Yes,240,0,0,0,0,0,,,,0,6,2010,Warranty Deed - Conventional,Normal Sale,242000
326,45,Residential Medium Density,50.0,5000,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Iowa DOT and Rail Road,Adjacent to East-West Railroad,Normal,Single Family Detached,One and one-half story: 2nd level unfinished,5,6,1941,1950,Gable,Standard Composite Shingle,Metal Siding,Metal Siding,,0.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,Average Exposure,Below Average Living Quarters,116,Unfinished,0,604,720,Gas forced warm air furnace,Poor,No,60 AMP Fuse Box (Fair),803,0,0,803,0,0,1,0,2,1,Typical Average,5,Typical Functionality,0,,Detached from home,1941.0,Unfinished,2,360,Typical Average,Typical Average,Yes,0,0,244,0,0,0,,,,0,12,2007,Warranty Deed - Conventional,Normal Sale,87000
327,120,Residential Low Density,32.0,10846,Paved Road,,Slightly Irregular,Level,All Public Utilities,CulDSac,Gentle Slope,Veenker,Normal,Normal,Townhouse End Unit,One story,8,5,1993,1993,Gable,Standard Composite Shingle,Brick Face,Brick Face,,0.0,Good,Typical Average,Poured Concrete,Good,Typical Average,Good,Good Living Quarters,1619,Unfinished,0,100,1719,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1719,0,0,1719,2,0,1,1,1,1,Good,6,Typical Functionality,2,Good,Attached to home,1993.0,Finished,2,473,Typical Average,Typical Average,Yes,122,30,0,0,0,0,,,,0,5,2008,Con,Normal Sale,324000
328,20,Residential Low Density,80.0,11600,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,North Ames,Normal,Normal,Single Family Detached,One story,6,5,1960,1960,Hip,Standard Composite Shingle,Wood Siding,Wood Siding,Brick Face,175.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,No Exposure,Average Rec Room,565,Unfinished,0,818,1383,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,1383,0,0,1383,0,0,1,1,3,1,Typical Average,7,Typical Functionality,0,,Attached to home,1960.0,Rough Finished,1,292,Typical Average,Typical Average,Yes,0,45,0,0,0,0,,,,0,4,2006,Warranty Deed - Conventional,Normal Sale,145250
